example_id,outlier_score_max_abs_pair_ll_change,kept_for_robust
758,54.512939453125,True
759,39.22271728515625,True
760,52.1280517578125,True
761,47.8680419921875,True
762,60.57196044921875,True
763,28.90252685546875,True
764,65.81304931640625,True
765,39.768310546875,True
766,38.3968505859375,True
767,47.41448974609375,True
768,38.9730224609375,True
769,24.512939453125,True
770,59.50201416015625,True
771,62.5263671875,True
772,57.992919921875,True
773,48.2550048828125,True
774,31.93994140625,True
775,39.11773681640625,True
776,34.6788330078125,True
777,39.2633056640625,True
778,44.54388427734375,True
779,62.79412841796875,True
780,64.2503662109375,True
781,37.2391357421875,True
782,33.96490478515625,True
783,43.4427490234375,True
784,54.3701171875,True
785,37.32537841796875,True
786,60.4326171875,True
787,76.2138671875,True
788,63.429931640625,True
789,54.488525390625,True
790,40.76904296875,True
791,18.6395263671875,True
792,63.55828857421875,True
793,78.5506591796875,True
794,81.2396240234375,True
795,60.050537109375,True
796,22.4041748046875,True
797,53.4581298828125,True
798,13.159393310546875,True
799,22.925186157226562,True
800,88.79217529296875,True
801,64.544189453125,True
802,65.176025390625,True
803,51.59771728515625,True
804,58.67095947265625,True
805,72.4249267578125,True
806,56.0618896484375,True
807,38.568115234375,True
808,20.6572265625,True
809,88.0487060546875,True
810,37.03094482421875,True
811,69.626220703125,True
812,37.2392578125,True
813,51.5633544921875,True
814,48.72552490234375,True
815,38.93280029296875,True
816,11.63385009765625,True
817,56.4696044921875,True
818,11.510528564453125,True
819,55.6424560546875,True
820,22.9964599609375,True
821,47.4656982421875,True
822,47.58251953125,True
823,39.714111328125,True
824,16.90802001953125,True
825,48.904541015625,True
826,21.7432861328125,True
827,50.0694580078125,True
828,59.6298828125,True
829,68.705078125,True
830,78.87300048828138,True
831,78.87300048828138,True
832,78.87300048828138,True
833,78.87300048828138,True
834,78.87300048828138,True
835,51.57440185546875,True
836,82.523681640625,True
837,42.147674560546875,True
838,53.9525146484375,True
839,47.44189453125,True
840,15.70489501953125,True
841,54.2471923828125,True
842,9.69573974609375,True
843,68.3885498046875,True
844,13.814132690429688,True
845,100.554443359375,True
846,104.87396240234375,True
847,34.41131591796875,True
848,36.5040283203125,True
849,48.984130859375,True
850,53.04742431640625,True
851,39.75457763671875,True
852,51.47283935546875,True
